Compound,"B, cm3/mol^-1","T, K",,,,,
Pentane,-1069,310,,,,,
Pentane,-1050,313.15,,,,,
Pentane,-1011,318.1,,,,,
Pentane,-981,318.15,,,,,
Pentane,-984,318.2,,,,,
Pentane,-990,320,,,,,
Pentane,-1010,321.66,,,,,
Pentane,-960,323.15,,,,,
Pentane,-917,328.15,,,,,
Pentane,-918,328.2,,,,,
Pentane,-923,329,,,,,
Pentane,-896,329.3,,,,,
Pentane,-919,330,,,,,
Pentane,-940,331.19,,,,,
Pentane,-875,336.15,,,,,
Pentane,-851,337.7,,,,,
Pentane,-864,338.15,,,,,
Pentane,-865,338.2,,,,,
Pentane,-863,339,,,,,
Pentane,-820,348.15,,,,,
Pentane,-818,348.2,,,,,
Pentane,-800,349,,,,,
Pentane,-783,351.2,,,,,
Pentane,-747,353,,,,,
Pentane,-785,353.15,,,,,
Pentane,-758,358,,,,,
Pentane,-715,368.15,,,,,
Pentane,-701,368.6,,,,,
Pentane,-662,372.1,,,,,
Pentane,-680,373.15,,,,,
Pentane,-652,378.9,,,,,
Pentane,-655,382.15,,,,,
Pentane,-623,383.7,,,,,
Pentane,-612,388.4,,,,,
Pentane,-575,398.15,,,,,
Pentane,-592,398.15,,,,,
Pentane,-578,401,,,,,
Pentane,-535,413.15,,,,,
Pentane,-517,413.6,,,,,
Pentane,-522,423.15,,,,,
Pentane,-500,427.15,,,,,
Pentane,-452,448.15,,,,,
Pentane,-443,448.16,,,,,
Pentane,-445,453.15,,,,,
Pentane,-403,469.65,,,,,
Pentane,-400,473.15,,,,,
Pentane,-394,473.15,,,,,
Pentane,-405,473.16,,,,,
Pentane,-393,473.16,,,,,
Pentane,-388,473.16,,,,,
Pentane,-356,498.15,,,,,
Pentane,-350,498.16,,,,,
Pentane,-345,498.16,,,,,
Pentane,-339,498.16,,,,,
Pentane,-310,523.15,,,,,
Pentane,-311,523.16,,,,,
Pentane,-306,523.16,,,,,
Pentane,-299,523.16,,,,,
Pentane,-273,548.15,,,,,
Pentane,-274,548.16,,,,,
Pentane,-271,548.16,,,,,
Pentane,-265,548.16,,,,,
Pentane,-240,573.15,,,,,
Pentane,-244,573.16,,,,,
Pentane,-242,573.16,,,,,
Pentane,-236,573.16,,,,,
Pentane,-213,598.15,,,,,
Pentane,-192,623.15,,,,,
Pentane,-174,648.15,,,,,
3-Methyl-1-butanol,-2554,350,,,,,
3-Methyl-1-butanol,-1912,360,,,,,
3-Methyl-1-butanol,-1612,375,,,,,
3-Methyl-1-butanol,-1414,390,,,,,
3-Methyl-1-butanol,-1267,403.91,,,,,
Butyl methyl ether,-1771,323.15,,,,,
Butyl methyl ether,-1381,348.15,,,,,
Butyl methyl ether,-1205,373.15,,,,,
1-Ethoxypropane,-1571,298.15,,,,,
1-Ethoxypropane,-1474,308.15,,,,,
1-Ethoxypropane,-1388,318.15,,,,,
1-Ethoxypropane,-1295,328.15,,,,,
1-Pentanethiol,-1910,356.08,,,,,
1-Pentanethiol,-1670,376.43,,,,,
1-Pentanethiol,-1406,399.8,,,,,
"3,3-Dimethyl-2-thiabutane",-1699,330.2,,,3-Dimethyl-2-thiabutane;-1699;330.2,,
"3,3-Dimethyl-2-thiabutane",-1518,349.64,,,3-Dimethyl-2-thiabutane;-1518;349.64,,
"3,3-Dimethyl-2-thiabutane",-1290,372.04,,,3-Dimethyl-2-thiabutane;-1290;372.04,,
2-Methyl-2-butanethiol,-1705,330.21,,,,,
2-Methyl-2-butanethiol,-1478,349.76,,,,,
2-Methyl-2-butanethiol,-1263,372.28,,,,,
2-Methyl-1-butanethiol,-2150,331.02,,,,,
2-Methyl-1-butanethiol,-1870,348.75,,,,,
2-Methyl-1-butanethiol,-1600,368.94,,,,,
2-Methyl-1-butanethiol,-1360,392.15,,,,,
1-Pentanamine,-1045,363.15,,,,,
1-Pentanamine,-1063,363.15,,,,,
Chloropentafluorobenzene,-2598,349.41,,,,,
Chloropentafluorobenzene,-2131,368.86,,,,,
Chloropentafluorobenzene,-1780,391.1,,,,,
Hexafluorobenzene,-2469,300.57,,,,,
Hexafluorobenzene,-2039,315.94,,,,,
Hexafluorobenzene,-2104,315.96,,,,,
Hexafluorobenzene,-1725,333.39,,,,,
Hexafluorobenzene,-1792,333.41,,,,,
Hexafluorobenzene,-1417,353.39,,,,,
Hexafluorobenzene,-1498,353.41,,,,,
Hexafluorobenzene,-1500,353.41,,,,,
Hexafluorobenzene,-1314,364.99,,,,,
Hexafluorobenzene,-1161,376.52,,,,,
Hexafluorobenzene,-1059,389.57,,,,,
Hexafluorobenzene,-880,414.71,,,,,
Hexafluorobenzene,-745,443.96,,,,,
Hexafluorobenzene,-532,498.2,,,,,
Hexafluorobenzene,-483,516.74,,,,,
Hexafluorobenzene,-467,523.22,,,,,
Hexafluorobenzene,-411,548.23,,,,,
Hexafluorobenzene,-363,573.25,,,,,
Hexafluorobenzene,-321,598.26,,,,,
Hexafluorobenzene,-285,623.26,,,,,
Dodecafluorocyclohexane,-1152,350.32,,,,,
Dodecafluorocyclohexane,-941,378.36,,,,,
Dodecafluorocyclohexane,-851,395,,,,,
Dodecafluorocyclohexane,-770,410.81,,,,,
Dodecafluorocyclohexane,-669,433.17,,,,,
Dodecafluorocyclohexane,-599,451.01,,,,,
"2,3-bis(Trifluoromethyl)-perfluorobutane",-2670,303.6,,,3-bis(Trifluoromethyl)-perfluorobutane;-2670;303.6,,
"2,3-bis(Trifluoromethyl)-perfluorobutane",-1610,323.1,,,3-bis(Trifluoromethyl)-perfluorobutane;-1610;323.1,,
"2,3-bis(Trifluoromethyl)-perfluorobutane",-1582,335.4,,,3-bis(Trifluoromethyl)-perfluorobutane;-1582;335.4,,
"2,3-bis(Trifluoromethyl)-perfluorobutane",-1391,345.3,,,3-bis(Trifluoromethyl)-perfluorobutane;-1391;345.3,,
"2,3-bis(Trifluoromethyl)-perfluorobutane",-1372,351.21,,,3-bis(Trifluoromethyl)-perfluorobutane;-1372;351.21,,
"2,3-bis(Trifluoromethyl)-perfluorobutane",-1130,374.63,,,3-bis(Trifluoromethyl)-perfluorobutane;-1130;374.63,,
"2,3-bis(Trifluoromethyl)-perfluorobutane",-1012,394.65,,,3-bis(Trifluoromethyl)-perfluorobutane;-1012;394.65,,
"2,3-bis(Trifluoromethyl)-perfluorobutane",-906,414.62,,,3-bis(Trifluoromethyl)-perfluorobutane;-906;414.62,,
"2,3-bis(Trifluoromethyl)-perfluorobutane",-786,433.22,,,3-bis(Trifluoromethyl)-perfluorobutane;-786;433.22,,
"2,3-bis(Trifluoromethyl)-perfluorobutane",-702,450.36,,,3-bis(Trifluoromethyl)-perfluorobutane;-702;450.36,,
Tetradecafluorohexane,-2320,303.2,,,,,
Tetradecafluorohexane,-1922,307.7,,,,,
Tetradecafluorohexane,-1922,323.5,,,,,
Tetradecafluorohexane,-1676,329.8,,,,,
Tetradecafluorohexane,-1579,338,,,,,
Tetradecafluorohexane,-1571,341.1,,,,,
Tetradecafluorohexane,-1612,341.1,,,,,
Tetradecafluorohexane,-1416,350.8,,,,,
Tetradecafluorohexane,-1528,351.3,,,,,
Tetradecafluorohexane,-1484,351.85,,,,,
Tetradecafluorohexane,-1145,372.3,,,,,
Tetradecafluorohexane,-1209,374.78,,,,,
Tetradecafluorohexane,-1049,383.9,,,,,
Tetradecafluorohexane,-1051,395.56,,,,,
Tetradecafluorohexane,-920,415.48,,,,,
Tetradecafluorohexane,-818,432.68,,,,,
Tetradecafluorohexane,-725,451.55,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-2142,303.8,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-2098,304,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-1813,322.5,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-1831,333.23,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-1601,334.8,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-1500,341.3,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-1412,351.65,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-1444,352,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-1179,370.65,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-882,417.39,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-794,433.13,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-756,441.7,,,,,
Undecafluoro-2-(trifluoromethyl)-pentane,-691,454.63,,,,,
Undecafluoro-3-(trifluoromethyl)-pentane,-1716,321,,,,,
Undecafluoro-3-(trifluoromethyl)-pentane,-1642,323.2,,,,,
Undecafluoro-3-(trifluoromethyl)-pentane,-1443,351.4,,,,,
Undecafluoro-3-(trifluoromethyl)-pentane,-1113,376.7,,,,,
Undecafluoro-3-(trifluoromethyl)-pentane,-1003,394.7,,,,,
Undecafluoro-3-(trifluoromethyl)-pentane,-883,417.1,,,,,
Undecafluoro-3-(trifluoromethyl)-pentane,-795,433,,,,,
Undecafluoro-3-(trifluoromethyl)-pentane,-715,450.5,,,,,
"1,2,3,4,5-Pentafluorobenzene",-2147,320.71,,,2,3,
"1,2,3,4,5-Pentafluorobenzene",-1768,338.51,,,2,3,
"1,2,3,4,5-Pentafluorobenzene",-1455,358.9,,,2,3,
"1,2-Difluorobenzene",-1625,326.9,,,2-Difluorobenzene;-1625;326.9,,
"1,2-Difluorobenzene",-1423,345.61,,,2-Difluorobenzene;-1423;345.61,,
"1,2-Difluorobenzene",-1186,367.07,,,2-Difluorobenzene;-1186;367.07,,
Chlorobenzene,-936,448.15,,,,,
Chlorobenzene,-810,473.15,,,,,
Chlorobenzene,-710,498.15,,,,,
Chlorobenzene,-627,523.15,,,,,
Chlorobenzene,-558,548.15,,,,,
Chlorobenzene,-500,573.15,,,,,
Chlorobenzene,-450,598.15,,,,,
Chlorobenzene,-408,623.15,,,,,
Fluorobenzene,-1565,298.15,,,,,
Fluorobenzene,-1446,318.4,,,,,
Fluorobenzene,-1274,323.15,,,,,
Fluorobenzene,-1275,336.78,,,,,
Fluorobenzene,-1071,348.15,,,,,
Fluorobenzene,-1086,357.89,,,,,
Fluorobenzene,-1120,358.2,,,,,
Fluorobenzene,-979,373.15,,,,,
Fluorobenzene,-957,373.15,,,,,
Fluorobenzene,-912,373.15,,,,,
Fluorobenzene,-909,382.37,,,,,
Fluorobenzene,-835,398.15,,,,,
Fluorobenzene,-818,398.15,,,,,
Fluorobenzene,-790,398.15,,,,,
Fluorobenzene,-718,423.15,,,,,
Fluorobenzene,-705,423.15,,,,,
Fluorobenzene,-691,423.15,,,,,
Fluorobenzene,-664,443.2,,,,,
Fluorobenzene,-622,448.15,,,,,
Fluorobenzene,-613,448.15,,,,,
Fluorobenzene,-609,448.15,,,,,
Fluorobenzene,-627,453.2,,,,,
Fluorobenzene,-593,463.2,,,,,
Fluorobenzene,-542,473.15,,,,,
Fluorobenzene,-536,473.15,,,,,
Fluorobenzene,-538,473.15,,,,,
Fluorobenzene,-560,473.2,,,,,
Fluorobenzene,-530,483.2,,,,,
Fluorobenzene,-502,493.2,,,,,
Fluorobenzene,-477,498.15,,,,,
Fluorobenzene,-472,498.15,,,,,
Fluorobenzene,-477,498.15,,,,,
Fluorobenzene,-422,523.15,,,,,
Fluorobenzene,-418,523.15,,,,,
Fluorobenzene,-423,523.15,,,,,
Fluorobenzene,-375,548.15,,,,,
Fluorobenzene,-372,548.15,,,,,
Fluorobenzene,-377,548.15,,,,,
Fluorobenzene,-378,548.16,,,,,
Fluorobenzene,-360,560.08,,,,,
Fluorobenzene,-335,573.15,,,,,
Fluorobenzene,-332,573.15,,,,,
Fluorobenzene,-338,573.15,,,,,
Fluorobenzene,-341,573.16,,,,,
Fluorobenzene,-298,598.15,,,,,
Fluorobenzene,-302,598.15,,,,,
Fluorobenzene,-307,598.16,,,,,
Fluorobenzene,-270,623.15,,,,,
Fluorobenzene,-269,623.15,,,,,
Fluorobenzene,-272,623.15,,,,,
Fluorobenzene,-279,623.16,,,,,
Fluorobenzene,-247,648.15,,,,,
Benzene,-1465,295.15,,,,,
Benzene,-1525,295.2,,,,,
Benzene,-1525,295.2,,,,,
Benzene,-1528,295.2,,,,,
Benzene,-1580,298.1,,,,,
Benzene,-1496,298.15,,,,,
Benzene,-1440,298.2,,,,,
Benzene,-1361,303.08,,,,,
Benzene,-1400,307.21,,,,,
Benzene,-1349,308.2,,,,,
Benzene,-1352,308.2,,,,,
Benzene,-1280,308.2,,,,,
Benzene,-1394,308.37,,,,,
Benzene,-1565,313.15,,,,,
Benzene,-1303,313.2,,,,,
Benzene,-1290,314.09,,,,,
Benzene,-1296,314.75,,,,,
Benzene,-1267,316.14,,,,,
Benzene,-1300,316.25,,,,,
Benzene,-1230,318.2,,,,,
Benzene,-1208.9,319.1,,,,,
Benzene,-1214,323.05,,,,,
Benzene,-1660,323.15,,,,,
Benzene,-1350,323.15,,,,,
Benzene,-1159,323.15,,,,,
Benzene,-1202,323.2,,,,,
Benzene,-1180,324.44,,,,,
Benzene,-1198,325.05,,,,,
Benzene,-1109.4,326.9,,,,,
Benzene,-1170,328.2,,,,,
Benzene,-1147,328.74,,,,,
Benzene,-1143,329.54,,,,,
Benzene,-1118,330.78,,,,,
Benzene,-1123,331.12,,,,,
Benzene,-1215,331.15,,,,,
Benzene,-1125,331.2,,,,,
Benzene,-1137,331.25,,,,,
Benzene,-1124,331.77,,,,,
Benzene,-1120,332.3,,,,,
Benzene,-1114,332.96,,,,,
Benzene,-1095,333.15,,,,,
Benzene,-1430,333.15,,,,,
Benzene,-1064,333.15,,,,,
Benzene,-1117,333.2,,,,,
Benzene,-1107,333.2,,,,,
Benzene,-1117,333.2,,,,,
Benzene,-1110,333.45,,,,,
Benzene,-1121,334.05,,,,,
Benzene,-1071.6,334.8,,,,,
Benzene,-1295,335,,,,,
Benzene,-1150,335.15,,,,,
Benzene,-1103,335.2,,,,,
Benzene,-1076,335.6,,,,,
Benzene,-1112,336.05,,,,,
Benzene,-1065,337.64,,,,,
Benzene,-1038,337.84,,,,,
Benzene,-1088,338.2,,,,,
Benzene,-1077,338.2,,,,,
Benzene,-1110,338.2,,,,,
Benzene,-1018,338.3,,,,,
Benzene,-1099,338.85,,,,,
Benzene,-1046,340.25,,,,,
Benzene,-1048,340.52,,,,,
Benzene,-1054,341.2,,,,,
Benzene,-1135,342,,,,,
Benzene,-1015,343.15,,,,,
Benzene,-1250,343.15,,,,,
Benzene,-1035,343.15,,,,,
Benzene,-1023,343.16,,,,,
Benzene,-1035,343.2,,,,,
Benzene,-1035,343.2,,,,,
Benzene,-1039,343.2,,,,,
Benzene,-1030,343.45,,,,,
Benzene,-1036,343.62,,,,,
Benzene,-1023,343.65,,,,,
Benzene,-1007,344.15,,,,,
Benzene,-1048.1,344.9,,,,,
Benzene,-1075,345.25,,,,,
Benzene,-975,347.69,,,,,
Benzene,-1128,348,,,,,
Benzene,-1011,348.2,,,,,
Benzene,-1003,348.2,,,,,
Benzene,-1020,348.2,,,,,
Benzene,-981,348.25,,,,,
Benzene,-1090,348.25,,,,,
Benzene,-969,349.05,,,,,
Benzene,-980.3,350.7,,,,,
Benzene,-1030,351.8,,,,,
Benzene,-995,353.15,,,,,
Benzene,-945,353.15,,,,,
Benzene,-1095,353.15,,,,,
Benzene,-971,353.15,,,,,
Benzene,-945,353.15,,,,,
Benzene,-944,353.2,,,,,
Benzene,-968,353.2,,,,,
Benzene,-991,353.2,,,,,
Benzene,-994,353.2,,,,,
Benzene,-966,353.24,,,,,
Benzene,-989,353.25,,,,,
Benzene,-960,353.45,,,,,
Benzene,-928,354,,,,,
Benzene,-1052,354,,,,,
Benzene,-938,354.48,,,,,
Benzene,-939,354.96,,,,,
Benzene,-928,355.59,,,,,
Benzene,-1010,357,,,,,
Benzene,-936,358.2,,,,,
Benzene,-915,358.87,,,,,
Benzene,-1004,359.05,,,,,
Benzene,-936,359.1,,,,,
Benzene,-923.4,359.1,,,,,
Benzene,-981,362,,,,,
Benzene,-885,362.84,,,,,
Benzene,-900,362.95,,,,,
Benzene,-882,363.15,,,,,
Benzene,-905,363.2,,,,,
Benzene,-897,363.2,,,,,
Benzene,-891,363.2,,,,,
Benzene,-900,363.45,,,,,
Benzene,-1006,363.95,,,,,
Benzene,-915,364.07,,,,,
Benzene,-893,366,,,,,
Benzene,-947,367.35,,,,,
Benzene,-840,368.15,,,,,
Benzene,-876,368.2,,,,,
Benzene,-847,368.28,,,,,
Benzene,-836,372,,,,,
Benzene,-916,372.25,,,,,
Benzene,-825,373.15,,,,,
Benzene,-839,373.15,,,,,
Benzene,-852,373.15,,,,,
Benzene,-839,373.15,,,,,
Benzene,-814,373.2,,,,,
Benzene,-815,373.2,,,,,
Benzene,-849,373.2,,,,,
Benzene,-873,373.2,,,,,
Benzene,-904,373.2,,,,,
Benzene,-840,373.2,,,,,
Benzene,-833,373.2,,,,,
Benzene,-850,373.45,,,,,
Benzene,-825,374.5,,,,,
Benzene,-831.3,374.51,,,,,
Benzene,-807,375,,,,,
Benzene,-830,376.85,,,,,
Benzene,-834,377.58,,,,,
Benzene,-806,380.02,,,,,
Benzene,-785,380.47,,,,,
Benzene,-765,382.15,,,,,
Benzene,-775,383.15,,,,,
Benzene,-810,383.15,,,,,
Benzene,-797,383.2,,,,,
Benzene,-814,383.2,,,,,
Benzene,-808,383.2,,,,,
Benzene,-764,383.92,,,,,
Benzene,-749,389.5,,,,,
Benzene,-729,393.05,,,,,
Benzene,-729,393.15,,,,,
Benzene,-751,393.2,,,,,
Benzene,-724.6,397.59,,,,,
Benzene,-718,398.15,,,,,
Benzene,-733,398.15,,,,,
Benzene,-720,398.15,,,,,
Benzene,-726,398.75,,,,,
Benzene,-688,403.07,,,,,
Benzene,-708,403.2,,,,,
Benzene,-724,405,,,,,
Benzene,-678,408.25,,,,,
Benzene,-668,408.95,,,,,
Benzene,-658,412.68,,,,,
Benzene,-645,413.15,,,,,
Benzene,-669,413.2,,,,,
Benzene,-681,413.86,,,,,
Benzene,-641,416.08,,,,,
Benzene,-638,416.5,,,,,
Benzene,-629.7,422.49,,,,,
Benzene,-611,422.99,,,,,
Benzene,-621,423.15,,,,,
Benzene,-633,423.2,,,,,
Benzene,-572,424.15,,,,,
Benzene,-610,427.15,,,,,
Benzene,-599,429.7,,,,,
Benzene,-601,433.2,,,,,
Benzene,-637,433.2,,,,,
Benzene,-516,437.75,,,,,
Benzene,-610,443.2,,,,,
Benzene,-582,443.78,,,,,
Benzene,-552.6,446.98,,,,,
Benzene,-543,448.15,,,,,
Benzene,-550,453.15,,,,,
Benzene,-584,453.2,,,,,
Benzene,-521,457.67,,,,,
Benzene,-555,463.2,,,,,
Benzene,-478,473.15,,,,,
Benzene,-510,473.15,,,,,
Benzene,-532,473.2,,,,,
Benzene,-481.9,474.16,,,,,
Benzene,-469,474.81,,,,,
Benzene,-506,483.2,,,,,
Benzene,-442,493.2,,,,,
Benzene,-483,493.2,,,,,
Benzene,-423,498.15,,,,,
Benzene,-429.2,498.54,,,,,
Benzene,-458,503.2,,,,,
Benzene,-405,513.2,,,,,
Benzene,-378,523.15,,,,,
Benzene,-379.7,525.82,,,,,
Benzene,-372,533.2,,,,,
Benzene,-339,548.15,,,,,
Benzene,-344.5,548.84,,,,,
Benzene,-341,553.2,,,,,
Benzene,-330,553.2,,,,,
Benzene,-316.2,562.66,,,,,
Benzene,-314.9,563.16,,,,,
Benzene,-319,563.2,,,,,
Benzene,-306,573.15,,,,,
Benzene,-302.8,573.16,,,,,
Benzene,-315,573.2,,,,,
Benzene,-307,573.2,,,,,
Benzene,-310.8,574.65,,,,,
Benzene,-294.5,583.16,,,,,
Benzene,-298,583.2,,,,,
Benzene,-287.4,593.16,,,,,
Benzene,-288,593.2,,,,,
Benzene,-277,598.15,,,,,
Benzene,-282.7,599.82,,,,,
Benzene,-279.9,603.16,,,,,
Benzene,-279,603.2,,,,,
Benzene,-267.7,613.16,,,,,
Benzene,-268,613.2,,,,,
Benzene,-252,623.15,,,,,
Benzene,-254.4,623.15,,,,,
Benzene,-256.8,623.16,,,,,
Benzene,-256,623.2,,,,,
Benzene,-251.8,628.16,,,,,
Benzene,-251,628.2,,,,,
Phenol,-1454,428.45,,,,,
Phenol,-1495,428.45,,,,,
Phenol,-1338,437.75,,,,,
Phenol,-1373,437.75,,,,,
Phenol,-1135,453.65,,,,,
Phenol,-1169,453.65,,,,,
Phenol,-1032,478.15,,,,,
Phenol,-967,488.15,,,,,
Phenol,-909,498.15,,,,,
Phenol,-787,523.15,,,,,
Phenol,-690,548.15,,,,,
Phenol,-613,573.15,,,,,
Phenol,-549,598.15,,,,,
Phenol,-497,623.15,,,,,
Benzenethiol,-2100,375.24,,,,,
Benzenethiol,-1905,394.74,,,,,
Benzenethiol,-1730,407.34,,,,,
Benzenethiol,-1609,416.9,,,,,
2-Methylpyridine,-1673,359.35,,,,,
2-Methylpyridine,-1608,362.95,,,,,
2-Methylpyridine,-1449,376.85,,,,,
2-Methylpyridine,-1399,379.48,,,,,
2-Methylpyridine,-1272,393.05,,,,,
2-Methylpyridine,-1204,402.54,,,,,
2-Methylpyridine,-1119,408.95,,,,,
2-Methylpyridine,-998,424.15,,,,,
2-Methylpyridine,-933,437.75,,,,,
3-Methylpyridine,-1799,372.45,,,,,
3-Methylpyridine,-1600,393.36,,,,,
3-Methylpyridine,-1377,408.95,,,,,
3-Methylpyridine,-1355,417.29,,,,,
3-Methylpyridine,-1193,424.15,,,,,
3-Methylpyridine,-1132,437.75,,,,,
4-Methylpyridine,-2090,355.4,,,,,
4-Methylpyridine,-1940,365.58,,,,,
4-Methylpyridine,-1810,373.53,,,,,
4-Methylpyridine,-1670,385.47,,,,,
4-Methylpyridine,-1550,394.51,,,,,
4-Methylpyridine,-1324,408.95,,,,,
4-Methylpyridine,-1300,418.52,,,,,
4-Methylpyridine,-1222,424.15,,,,,
4-Methylpyridine,-1160,434.26,,,,,
4-Methylpyridine,-1122,437.75,,,,,
"2,5-Dimethylthiophene",-2210,333.45,,,5-Dimethylthiophene;-2210;333.45,,
"2,5-Dimethylthiophene",-2070,343.45,,,5-Dimethylthiophene;-2070;343.45,,
"2,5-Dimethylthiophene",-1970,353.45,,,5-Dimethylthiophene;-1970;353.45,,
"2,5-Dimethylthiophene",-1890,363.45,,,5-Dimethylthiophene;-1890;363.45,,
"2,5-Dimethylthiophene",-1790,373.45,,,5-Dimethylthiophene;-1790;373.45,,
Cyclohexane,-1457,308.2,,,,,
Cyclohexane,-1625,316.58,,,,,
Cyclohexane,-1309,323.2,,,,,
Cyclohexane,-1365,326.07,,,,,
Cyclohexane,-1178,333.2,,,,,
Cyclohexane,-1225,336.4,,,,,
Cyclohexane,-1137,338.2,,,,,
Cyclohexane,-1121,343.2,,,,,
Cyclohexane,-1097,343.2,,,,,
Cyclohexane,-1060,348.2,,,,,
Cyclohexane,-1045,353.15,,,,,
Cyclohexane,-1024,353.2,,,,,
Cyclohexane,-991,358.2,,,,,
Cyclohexane,-959,363.2,,,,,
Cyclohexane,-965,364.88,,,,,
Cyclohexane,-940,368.15,,,,,
Cyclohexane,-928,368.2,,,,,
Cyclohexane,-935,373.15,,,,,
Cyclohexane,-900,373.2,,,,,
Cyclohexane,-885,382,,,,,
Cyclohexane,-846,383.2,,,,,
Cyclohexane,-809,389.71,,,,,
Cyclohexane,-797,393.2,,,,,
Cyclohexane,-795,396.63,,,,,
Cyclohexane,-795,398.15,,,,,
Cyclohexane,-752,403.2,,,,,
Cyclohexane,-690,411.05,,,,,
Cyclohexane,-711,413.2,,,,,
Cyclohexane,-701,414.67,,,,,
Cyclohexane,-693,423.15,,,,,
Cyclohexane,-673,423.2,,,,,
Cyclohexane,-625,428.15,,,,,
Cyclohexane,-638,433.2,,,,,
Cyclohexane,-595,443.87,,,,,
Cyclohexane,-607,448.15,,,,,
Cyclohexane,-540,455.15,,,,,
Cyclohexane,-535,473.15,,,,,
Cyclohexane,-490,473.15,,,,,
Cyclohexane,-512,475.13,,,,,
Cyclohexane,-474,498.15,,,,,
Cyclohexane,-422,523.15,,,,,
Cyclohexane,-379,548.15,,,,,
Cyclohexane,-341,573.15,,,,,
Cyclohexane,-310,598.15,,,,,
Cyclohexane,-286,623.15,,,,,
1-Hexene,-1493,313.8,,,,,
1-Hexene,-1340,325.7,,,,,
1-Hexene,-1262,333.7,,,,,
1-Hexene,-1194,342.6,,,,,
1-Hexene,-1087,353.8,,,,,
1-Hexene,-1009,364.3,,,,,
1-Hexene,-947,373.1,,,,,
1-Hexene,-886,383.4,,,,,
1-Hexene,-845,392.6,,,,,
1-Hexene,-779,403.2,,,,,
1-Hexene,-763,410.3,,,,,
"2,3-Dimethyl-2-butene",-2179,292.13,,,3-Dimethyl-2-butene;-2179;292.13,,
"2,3-Dimethyl-2-butene",-1818,307.87,,,3-Dimethyl-2-butene;-1818;307.87,,
"2,3-Dimethyl-2-butene",-1596,325.79,,,3-Dimethyl-2-butene;-1596;325.79,,
"2,3-Dimethyl-2-butene",-1362,346.37,,,3-Dimethyl-2-butene;-1362;346.37,,
Methylcyclopentane,-1456,304.09,,,,,
Methylcyclopentane,-1263,325.98,,,,,
Methylcyclopentane,-1118,344.97,,,,,
"3,3-Dimethyl-2-butanone",-2180,337.84,,,3-Dimethyl-2-butanone;-2180;337.84,,
"3,3-Dimethyl-2-butanone",-2360,337.84,,,3-Dimethyl-2-butanone;-2360;337.84,,
"3,3-Dimethyl-2-butanone",-1820,357.01,,,3-Dimethyl-2-butanone;-1820;357.01,,
"3,3-Dimethyl-2-butanone",-1940,357.01,,,3-Dimethyl-2-butanone;-1940;357.01,,
"3,3-Dimethyl-2-butanone",-1560,378.44,,,3-Dimethyl-2-butanone;-1560;378.44,,
"3,3-Dimethyl-2-butanone",-1560,378.44,,,3-Dimethyl-2-butanone;-1560;378.44,,
3-Hexanone,-2421,354.38,,,,,
3-Hexanone,-2004,374.07,,,,,
3-Hexanone,-1664,396.65,,,,,
3-Methyl-2-pentanone,-2500,347.84,,,,,
3-Methyl-2-pentanone,-2420,347.84,,,,,
3-Methyl-2-pentanone,-2020,367.42,,,,,
3-Methyl-2-pentanone,-2300,367.42,,,,,
3-Methyl-2-pentanone,-1730,389.88,,,,,
3-Methyl-2-pentanone,-1680,389.88,,,,,
4-Methyl-2-pentanone,-2600,346.9,,,,,
4-Methyl-2-pentanone,-2860,346.9,,,,,
4-Methyl-2-pentanone,-2200,366.33,,,,,
4-Methyl-2-pentanone,-2360,366.33,,,,,
4-Methyl-2-pentanone,-1830,388.62,,,,,
4-Methyl-2-pentanone,-1910,388.62,,,,,
Cyclohexanethiol,-1960,383.8,,,,,
Cyclohexanethiol,-1580,406.2,,,,,
Cyclohexanethiol,-1500,420.8,,,,,
"2,2-Dimethylbutane",-753,383.15,,,2-Dimethylbutane;-753;383.15,,
"2,2-Dimethylbutane",-698,403.15,,,2-Dimethylbutane;-698;403.15,,
"2,2-Dimethylbutane",-612,426.15,,,2-Dimethylbutane;-612;426.15,,
"2,2-Dimethylbutane",-522,453.15,,,2-Dimethylbutane;-522;453.15,,
"2,2-Dimethylbutane",-479,473.15,,,2-Dimethylbutane;-479;473.15,,
"2,2-Dimethylbutane",-444,489.01,,,2-Dimethylbutane;-444;489.01,,
"2,2-Dimethylbutane",-424,493.15,,,2-Dimethylbutane;-424;493.15,,
"2,2-Dimethylbutane",-395,498.16,,,2-Dimethylbutane;-395;498.16,,
"2,2-Dimethylbutane",-365,523.16,,,2-Dimethylbutane;-365;523.16,,
"2,2-Dimethylbutane",-340,548.16,,,2-Dimethylbutane;-340;548.16,,
"2,3-Dimethylbutane",-1554,295.96,,,3-Dimethylbutane;-1554;295.96,,
